time,angle_cmd,angle_meas,q_cmd,q_meas,elavator
4.53204,0.030121,0.030067,0.000269767,0.000293237,0.00111136
4.53404,0.0297438,0.0300676,-0.00161915,0.000297107,-0.00837174
4.53604,0.0304254,0.0300681,0.00178667,0.000234543,0.00898569
4.53804,0.0299726,0.0300687,-0.000480162,0.000294316,-0.00265506
4.54004,0.0304905,0.0300692,0.00210628,0.000271806,0.010408
4.54204,0.0294169,0.0300699,-0.00326508,0.000341038,-0.016831
4.54404,0.0301338,0.0300703,0.000317348,0.000218674,0.00169397
4.54604,0.0291235,0.0300708,-0.00473657,0.000227616,-0.02367
4.54804,0.0308861,0.0300709,0.00407626,5.88915e-05,0.021278
4.55003,0.0299326,0.0300713,-0.000693677,0.000207052,-0.00332153
4.55203,0.0304514,0.0300717,0.00189858,0.000181041,0.00978697
4.55403,0.0303338,0.0300722,0.00130827,0.000247136,0.00651556
4.55603,0.0284038,0.0300727,-0.00834478,0.000289449,-0.0420476
4.55803,0.0295756,0.0300727,-0.00248557,-8.74308e-06,-0.0112853
4.56003,0.0294564,0.0300725,-0.00308062,-8.76239e-05,-0.0138961
4.56203,0.0309043,0.0300722,0.00416043,-0.000183728,0.0228331
4.56403,0.0294301,0.0300721,-0.00321027,-2.14469e-05,-0.0148637
4.56603,0.0296128,0.0300719,-0.00229529,-0.000125207,-0.0097917
4.56803,0.0294007,0.0300715,-0.00335392,-0.000192079,-0.0147821
4.57003,0.0300496,0.0300709,-0.000106487,-0.000292993,0.00196149
4.57203,0.0297511,0.0300704,-0.00159634,-0.000275356,-0.00558918
4.57403,0.0309063,0.0300697,0.00418266,-0.000310809,0.023528
4.57603,0.0299591,0.0300695,-0.000551976,-0.000141968,-0.000993451
4.57803,0.0296925,0.0300692,-0.00188311,-0.000147029,-0.00764116
4.58003,0.0300813,0.0300688,6.24638e-05,-0.000198557,0.00234694
4.58203,0.0295534,0.0300684,-0.00257492,-0.000179481,-0.0109593
4.58403,0.0303589,0.0300679,0.00145493,-0.000253803,0.00957864
4.58603,0.0297456,0.0300675,-0.00160952,-0.000183369,-0.00611005
4.58803,0.0290293,0.0300671,-0.0051889,-0.000223694,-0.023855
4.59003,0.0307211,0.0300663,0.00327398,-0.000387696,0.0193161
4.59203,0.0303972,0.0300658,0.00165693,-0.000247315,0.0105479
4.59403,0.0298476,0.0300655,-0.00108927,-0.000170182,-0.00357789
4.59603,0.0303333,0.0300651,0.00134083,-0.000192958,0.00870183
4.59803,0.0305323,0.0300648,0.00233736,-0.000129472,0.0133917
4.60003,0.0304849,0.0300648,0.00210088,-3.40042e-05,0.0117533
4.60203,0.0305685,0.0300649,0.00251801,4.87222e-05,0.01345
4.60403,0.0302744,0.0300651,0.00104639,0.000142223,0.00563344
4.60603,0.0291371,0.0300655,-0.004642,0.00017976,-0.0230444
4.60803,0.0300369,0.0300655,-0.000143349,1.60527e-05,0.000265795
4.61003,0.0298838,0.0300656,-0.000908747,1.76993e-05,-0.00357869
4.61203,0.0299602,0.0300656,-0.000526616,-7.58757e-06,-0.00154679
4.61403,0.0305411,0.0300655,0.00237768,-1.8314e-05,0.0130523
4.61603,0.0298389,0.0300657,-0.0011339,7.3296e-05,-0.00497576
4.61803,0.0300544,0.0300657,-5.67734e-05,3.74884e-05,0.000587986
4.62003,0.0304691,0.0300658,0.00201648,4.11045e-05,0.0109559
4.62203,0.0306286,0.0300661,0.00281262,0.000117248,0.0145829
4.62403,0.0293616,0.0300665,-0.00352439,0.000217765,-0.0176422
4.62603,0.0306152,0.0300667,0.00274259,9.13657e-05,0.0143512
4.62803,0.0302799,0.0300671,0.00106426,0.000190606,0.0054721
4.63003,0.0301902,0.0300675,0.000613388,0.000226369,0.00304279
4.63203,0.0298761,0.030068,-0.000959663,0.00024465,-0.00492591
4.63403,0.0299223,0.0300684,-0.000730669,0.000206907,-0.0036016
4.63603,0.0301113,0.0300688,0.000212453,0.000178937,0.0012542
4.63803,0.0297302,0.0300691,-0.00169449,0.000185331,-0.00833131
4.64003,0.03086,0.0300694,0.00395307,0.00012454,0.0202488
4.64203,0.0302047,0.0300699,0.000673709,0.000264621,0.00315563
4.64403,0.0303571,0.0300705,0.00143324,0.000283182,0.00687198
4.64603,0.0296972,0.0300711,-0.00186991,0.000327511,-0.00988738
4.64803,0.0290988,0.0300716,-0.00486419,0.000253932,-0.0245421
4.65003,0.0295272,0.0300718,-0.00272324,7.8752e-05,-0.0129895
4.65203,0.0307148,0.0300718,0.00321523,-1.32243e-05,0.0171951
4.65403,0.0297439,0.030072,-0.00164043,0.000107318,-0.00770342
4.65603,0.0297786,0.0300721,-0.00146763,5.19629e-05,-0.00657785
4.65803,0.0294948,0.0300721,-0.00288666,5.22504e-06,-0.0134682
4.66003,0.0297035,0.0300719,-0.00184192,-8.91222e-05,-0.00779032
4.66203,0.0297145,0.0300716,-0.00178565,-0.000142466,-0.00725868
4.66403,0.0303796,0.0300713,0.00154159,-0.000191377,0.00963942
4.66603,0.0302186,0.030071,0.00073811,-0.00012135,0.00528048
4.66803,0.0299934,0.0300709,-0.000387421,-8.27684e-05,-0.000543133
4.67003,0.030737,0.0300707,0.00333156,-8.54668e-05,0.0180995
4.67203,0.0297019,0.0300708,-0.00184434,4.2369e-05,-0.00843809
4.67403,0.030358,0.0300707,0.00143655,-1.72626e-05,0.00827902
4.67603,0.0298687,0.0300708,-0.00101038,4.09207e-05,-0.00425706
4.67803,0.0305406,0.0300708,0.00234879,1.05757e-05,0.0127139
4.68003,0.0302922,0.030071,0.00110582,9.94319e-05,0.00606487
4.68203,0.0294078,0.0300713,-0.00331754,0.00014056,-0.0162922
4.68403,0.0299105,0.0300714,-0.000804411,2.46409e-05,-0.00315523
4.68603,0.0298993,0.0300714,-0.000860589,2.22574e-06,-0.00333267
4.68802,0.0305363,0.0300713,0.00232501,-2.11326e-05,0.0127356
4.69002,0.0299047,0.0300715,-0.000833645,6.82982e-05,-0.00351387
4.69202,0.0295846,0.0300715,-0.00243451,4.27904e-05,-0.0114155
4.69402,0.0303457,0.0300715,0.00137102,-3.76883e-05,0.00802869
4.69602,0.0296599,0.0300715,-0.0020578,1.90151e-05,-0.0094197
4.69802,0.0297975,0.0300714,-0.00136967,-4.71763e-05,-0.00566129
4.70002,0.02987,0.0300712,-0.0010062,-8.61764e-05,-0.00365816
4.70202,0.030745,0.030071,0.00336989,-0.000110634,0.0183794
4.70402,0.0291882,0.0300711,-0.00441408,1.94964e-05,-0.0212354
4.70602,0.0302542,0.0300708,0.000916896,-0.000129412,0.00617444
4.70802,0.0306511,0.0300706,0.00290243,-8.4465e-05,0.0159072
4.71002,0.0296742,0.0300707,-0.00198264,2.80118e-05,-0.00910058
4.71202,0.0302773,0.0300706,0.00103319,-3.60657e-05,0.00630964
4.71402,0.0300588,0.0300706,-5.9139e-05,8.58261e-06,0.000624069
4.71602,0.0304832,0.0300707,0.00206284,1.28367e-05,0.0112332
4.71802,0.0304894,0.0300708,0.00209284,9.12979e-05,0.0110109
4.72002,0.0301515,0.0300712,0.000401428,0.000167157,0.00217689
4.72202,0.0306694,0.0300715,0.00298936,0.000180166,0.0150796
4.72402,0.0299984,0.0300721,-0.000368441,0.000283321,-0.0022317
4.72602,0.0299962,0.0300726,-0.000382029,0.000263922,-0.0022091
4.72802,0.0299472,0.0300731,-0.000629388,0.000244939,-0.00335973
4.73002,0.029605,0.0300736,-0.00234273,0.000218155,-0.0118181
4.73202,0.0305576,0.0300738,0.00241877,0.000132519,0.0124404
4.73402,0.0314617,0.0300743,0.00693734,0.000217835,0.0346739
4.73602,0.0303818,0.0300752,0.00153301,0.000457648,0.00646393
4.73802,0.0300579,0.0300762,-9.11206e-05,0.000496793,-0.00185834
4.74002,0.0297291,0.0300771,-0.00174006,0.000477161,-0.0100271
4.74202,0.0291833,0.0300779,-0.00447316,0.00040061,-0.0233585
4.74402,0.030496,0.0300784,0.00208803,0.000231758,0.0103102
4.74602,0.0292229,0.030079,-0.00428019,0.00030084,-0.0219221
4.74802,0.0300128,0.0300793,-0.000332287,0.000143374,-0.00139999
4.75002,0.0303913,0.0300795,0.00155889,0.000131662,0.00812875
4.75202,0.0298808,0.0300799,-0.000995668,0.000186808,-0.00493162
4.75402,0.0293763,0.0300802,-0.00351976,0.000149796,-0.0174037
4.75602,0.0300557,0.0300803,-0.000122553,2.59729e-05,0.000199954
4.75802,0.0288825,0.0300803,-0.00598923,2.70263e-05,-0.0291989
4.76002,0.0301024,0.03008,0.000112168,-0.000177726,0.00233479
4.76202,0.0300111,0.0300796,-0.000342773,-0.000159013,-3.53202e-05
4.76402,0.0302912,0.0300793,0.00105923,-0.00015714,0.0069775
4.76602,0.0300255,0.0300791,-0.000268174,-0.000106202,8.41655e-05
4.76802,0.0302097,0.0300789,0.000654161,-0.000104197,0.0046934
4.77002,0.0298436,0.0300788,-0.00117595,-6.99541e-05,-0.00463945
4.77202,0.0290368,0.0300786,-0.00520869,-0.000101497,-0.0246965
4.77402,0.0301425,0.030078,0.000322452,-0.00027302,0.00382279
4.77602,0.0298373,0.0300775,-0.0012012,-0.00024262,-0.00395706
4.77802,0.0303755,0.030077,0.0014926,-0.000267084,0.00965188
4.78002,0.030486,0.0300766,0.00204676,-0.00019596,0.0120895
4.78202,0.0301365,0.0300764,0.000300473,-0.000108721,0.00292593
4.78402,0.0291998,0.0300762,-0.00438196,-8.67899e-05,-0.0206388
4.78602,0.0303094,0.0300757,0.00116818,-0.000230105,0.0078424
4.78802,0.0294771,0.0300754,-0.00299145,-0.00017214,-0.0132738
4.79002,0.0296531,0.0300749,-0.00210867,-0.000262761,-0.00842522
4.79202,0.0301393,0.0300742,0.000325376,-0.000318234,0.00402883
4.79402,0.0301399,0.0300737,0.000331206,-0.000285789,0.00390192
4.79602,0.0301101,0.0300732,0.000184812,-0.000254665,0.00301873
4.79802,0.0299561,0.0300727,-0.000583222,-0.000230138,-0.000947608
4.80002,0.0293244,0.0300722,-0.00373909,-0.000233703,-0.0167442
4.80202,0.0305019,0.0300715,0.00215189,-0.000347796,0.0133062
4.80402,0.0292225,0.030071,-0.00424244,-0.000250016,-0.0191943
4.80602,0.0307531,0.0300703,0.00341433,-0.000381043,0.0197827
4.80802,0.0302842,0.0300698,0.00107178,-0.000237484,0.00736522
4.81002,0.029639,0.0300694,-0.00215228,-0.000182761,-0.0090484
4.81202,0.0297515,0.0300689,-0.00158749,-0.000243663,-0.00593337
4.81402,0.0301269,0.0300684,0.000292761,-0.000281947,0.00366503
4.81602,0.0295816,0.0300679,-0.00243151,-0.000252533,-0.0101252
4.81802,0.0306803,0.0300672,0.00306521,-0.000320042,0.0177298
4.82002,0.0306315,0.0300669,0.00282315,-0.000191666,0.0159078
4.82202,0.0302793,0.0300667,0.00106293,-7.77562e-05,0.00654853
4.82402,0.0299774,0.0300666,-0.000446429,-3.08798e-05,-0.0012368
4.82601,0.0303287,0.0300666,0.00131092,-3.91256e-05,0.00760468
4.82801,0.0291042,0.0300666,-0.0048121,1.46288e-05,-0.0233274
4.83001,0.0302173,0.0300663,0.000755107,-0.000148858,0.00533505
4.83201,0.0296676,0.0300661,-0.00199219,-0.000109528,-0.00861692
4.83401,0.0296675,0.0300657,-0.00199142,-0.000168386,-0.008337
4.83601,0.0299511,0.0300653,-0.000571031,-0.0002245,-0.000957953
4.83801,0.029166,0.0300648,-0.00449394,-0.000228212,-0.0205966
4.84001,0.0301736,0.0300641,0.000547636,-0.000369346,0.00532612
4.84201,0.0300832,0.0300634,9.88506e-05,-0.000327138,0.00287542
4.84401,0.0302773,0.0300628,0.00107212,-0.000302648,0.00763306
4.84601,0.030628,0.0300623,0.00282826,-0.000245182,0.0161572
4.84801,0.0292363,0.0300621,-0.0041287,-0.000128812,-0.0192495
4.85001,0.0292616,0.0300616,-0.00399983,-0.000261841,-0.0179774
4.85201,0.0304125,0.0300608,0.00175862,-0.000384192,0.011448
4.85401,0.0299765,0.0300602,-0.000418508,-0.000298933,0.000134933
4.85601,0.0311041,0.0300596,0.00522236,-0.000294003,0.0283698
4.85801,0.0296949,0.0300594,-0.00182246,-9.1494e-05,-0.00788416
4.86001,0.0300334,0.0300591,-0.000128504,-0.000145463,0.000855631
4.86201,0.0287398,0.0300589,-0.00659531,-0.000137534,-0.0315826
4.86401,0.0298337,0.0300581,-0.00112223,-0.000356779,-0.00312868
4.86601,0.028678,0.0300574,-0.00689718,-0.000373923,-0.0319829
4.86801,0.0297932,0.0300562,-0.00131482,-0.000592817,-0.00298388
4.87001,0.0300591,0.030055,2.07499e-05,-0.0006058,0.00376516
4.87201,0.0300409,0.0300539,-6.49597e-05,-0.000571367,0.00316951
4.87401,0.0300885,0.0300528,0.000178507,-0.000541562,0.00424502
4.87601,0.0300567,0.0300518,2.47173e-05,-0.000504626,0.00329669
4.87801,0.0306267,0.0300508,0.00287946,-0.000474821,0.0174549
4.88001,0.0293222,0.0300501,-0.00363939,-0.000346305,-0.0158148
4.88201,0.0303251,0.0300492,0.00137954,-0.000452392,0.00982856
4.88401,0.0295804,0.0300485,-0.00234036,-0.00037756,-0.00916471
4.88601,0.0297318,0.0300476,-0.00157895,-0.000436679,-0.00507353
4.88801,0.0302931,0.0300467,0.00123238,-0.000466371,0.00914861
4.89001,0.0300692,0.0300459,0.000116853,-0.000396112,0.0032248
4.89201,0.0295698,0.0300451,-0.00237653,-0.000368257,-0.00940148
4.89401,0.030701,0.0300443,0.0032839,-0.000429158,0.0192423
4.89601,0.0295615,0.0300437,-0.00241072,-0.000288739,-0.0099541
4.89801,0.0308864,0.030043,0.0042171,-0.000354568,0.0235599
4.90001,0.0285102,0.0300426,-0.00766221,-0.000184922,-0.0367597
4.90201,0.0303393,0.0300417,0.00148772,-0.000439774,0.0102835
4.90401,0.0306309,0.030041,0.00294934,-0.000361926,0.0172355
4.90601,0.0290537,0.0300405,-0.00493398,-0.000236452,-0.0228555
4.90801,0.0300402,0.0300397,2.43075e-06,-0.000393288,0.0026147
4.91001,0.0302888,0.030039,0.00124892,-0.000369741,0.00874561
4.91201,0.0303731,0.0300384,0.00167347,-0.000303592,0.0105574
4.91401,0.0289887,0.030038,-0.00524623,-0.000225642,-0.0244811
4.91601,0.0305119,0.0300372,0.00237392,-0.000394001,0.0144892
4.91801,0.0296147,0.0300366,-0.00210922,-0.000287324,-0.00847817
4.92001,0.0297126,0.0300359,-0.0016163,-0.00034284,-0.00574872
4.92201,0.0301194,0.0300351,0.000421274,-0.00037851,0.00462551
4.92401,0.0303106,0.0300345,0.0013808,-0.000341085,0.00925322
4.92601,0.0300962,0.0300339,0.000311537,-0.000271764,0.00356614
4.92801,0.0307205,0.0300334,0.00343526,-0.000243178,0.0190786
4.93001,0.0304141,0.0300332,0.00190451,-0.000106385,0.010761
4.93201,0.0297781,0.0300332,-0.00127506,-2.96396e-05,-0.00553305
4.93401,0.0302383,0.030033,0.00102628,-6.79758e-05,0.0061763
4.93601,0.0296944,0.030033,-0.00169271,-2.38353e-05,-0.00765603
4.93801,0.0297139,0.0300328,-0.00159451,-7.71097e-05,-0.00691383
4.94001,0.0299582,0.0300326,-0.000371896,-0.000124478,-0.000566403
4.94201,0.0297827,0.0300323,-0.00124786,-0.000126784,-0.00494591
4.94401,0.0306907,0.030032,0.00329371,-0.000159714,0.0179611
4.94601,0.0299421,0.0300319,-0.000449391,-3.18572e-05,-0.00139784
4.94801,0.0304488,0.0300319,0.00208462,-4.12173e-05,0.0113403
4.95001,0.0296669,0.0300319,-0.00182525,3.87141e-05,-0.00862738
4.95201,0.0297243,0.0300319,-0.00153799,-2.21938e-05,-0.00690167
4.95401,0.0298892,0.0300317,-0.000712769,-7.02096e-05,-0.00254193
4.95601,0.0299271,0.0300316,-0.000522351,-8.70669e-05,-0.00150991
4.95801,0.0306105,0.0300314,0.0028955,-9.64754e-05,0.0156563
4.96001,0.0297507,0.0300314,-0.00140378,1.44051e-05,-0.00640869
4.96201,0.0302749,0.0300313,0.0012177,-3.06477e-05,0.0069365
4.964,0.0306032,0.0300314,0.00285895,1.83164e-05,0.0149263
4.966,0.0299165,0.0300316,-0.000575678,0.000122556,-0.00277501
4.968,0.0299768,0.0300318,-0.000275047,0.000101497,-0.00117033
4.97,0.029871,0.030032,-0.000804896,9.19514e-05,-0.00378081
4.972,0.0298824,0.0300321,-0.000748942,6.42597e-05,-0.00337071
4.974,0.0296461,0.0300322,-0.00193042,3.98079e-05,-0.00917554
4.976,0.0303521,0.0300322,0.00159977,-2.49516e-05,0.00881545
4.978,0.0304643,0.0300323,0.00216034,3.70892e-05,0.0113293
4.98,0.0298326,0.0300325,-0.000999589,0.0001159,-0.00487553
4.982,0.0298317,0.0300326,-0.00100489,8.0226e-05,-0.0047345
4.984,0.0305559,0.0300327,0.00261596,4.60148e-05,0.0135665
4.986,0.0297266,0.030033,-0.00153203,0.000140367,-0.00766192
4.988,0.0301644,0.0300332,0.000656033,8.48618e-05,0.00356161
4.99,0.0306481,0.0300334,0.00307336,0.000108662,0.0155589
4.992,0.0312531,0.0300338,0.0060965,0.000216125,0.0301961
4.994,0.0296377,0.0300347,-0.0019848,0.000424616,-0.011277
4.996,0.0298536,0.0300354,-0.000908738,0.000340016,-0.00548615
4.998,0.0300367,0.030036,3.66941e-06,0.000297079,-0.000712362
5,0.0294686,0.0300365,-0.00283957,0.000288131,-0.0149151
5.002,0.0308626,0.0300369,0.00412847,0.000179884,0.0205058
5.004,0.0302121,0.0300375,0.000873003,0.000321026,0.0035283
5.006,0.029639,0.0300382,-0.00199587,0.000341444,-0.0109415
5.008,0.0299757,0.0300387,-0.000315411,0.000260301,-0.00213927
5.01,0.0295226,0.0300392,-0.00258337,0.000241855,-0.0134151
5.012,0.0290715,0.0300395,-0.00484009,0.000144725,-0.0242629
5.014,0.0299463,0.0300395,-0.000465605,-2.70453e-05,-0.001536
5.016,0.0292382,0.0300394,-0.00400616,-3.74367e-05,-0.0192265
5.018,0.0302819,0.030039,0.00121447,-0.000171523,0.00756095
5.02,0.0301388,0.0300388,0.000499962,-0.000116309,0.00371849
5.022,0.0288736,0.0300386,-0.00582514,-8.87292e-05,-0.0281023
5.024,0.0296957,0.0300381,-0.00171207,-0.000284262,-0.00657354
5.026,0.029059,0.0300374,-0.00489203,-0.000326487,-0.0223079
5.028,0.0290654,0.0300365,-0.00485521,-0.000478289,-0.0214085
5.03,0.0302821,0.0300352,0.00123448,-0.000621772,0.00977588
5.032,0.0296931,0.0300341,-0.00170526,-0.00054505,-0.00531803
5.034,0.0297325,0.030033,-0.0015023,-0.000575009,-0.00416269
5.036,0.0290744,0.0300318,-0.00478695,-0.000596481,-0.0205205
5.038,0.0292173,0.0300303,-0.00406519,-0.000732171,-0.0162666
5.04,0.0299245,0.0300286,-0.000520851,-0.000836275,0.00197879
5.042,0.0307577,0.030027,0.0036532,-0.000811273,0.0227687
5.044,0.0296639,0.0300257,-0.00180926,-0.000641076,-0.00540629
5.046,0.0301449,0.0300244,0.000602594,-0.000670372,0.00681219
5.048,0.0291502,0.0300232,-0.00436505,-0.000613748,-0.0183467
5.05,0.0291671,0.0300217,-0.00427279,-0.000733992,-0.0173195
5.052,0.0302436,0.03002,0.00111802,-0.000845442,0.0102114
5.054,0.0288815,0.0300185,-0.00568485,-0.000762689,-0.0242659
5.056,0.02992,0.0300166,-0.000483273,-0.000922381,0.00254481
5.058,0.0285075,0.0300149,-0.00753678,-0.000892269,-0.0329397
5.06,0.0292477,0.0300126,-0.00382471,-0.00111095,-0.0133131
5.062,0.0292994,0.0300103,-0.00355418,-0.00118933,-0.0115922
5.064,0.029184,0.0300077,-0.0041185,-0.00125462,-0.014116
5.066,0.0292517,0.0300051,-0.00376669,-0.0013367,-0.0119708
5.068,0.0295508,0.0300023,-0.00225726,-0.00140267,-0.00410235
5.07,0.0287333,0.0299994,-0.00633072,-0.00141269,-0.0244688
5.072,0.0303386,0.0299963,0.0017116,-0.00156513,0.0165378
5.074,0.030373,0.0299935,0.00189764,-0.0014285,0.0168181
5.076,0.0290092,0.0299909,-0.00490848,-0.00129173,-0.0179325
5.078,0.0294289,0.0299881,-0.00279572,-0.00140003,-0.00684115
5.08,0.0289896,0.0299852,-0.00497821,-0.00142925,-0.017643
5.082,0.0296338,0.0299821,-0.00174157,-0.0015337,-0.00093967
5.084,0.0298728,0.0299791,-0.000531534,-0.00151983,0.00505105
5.086,0.0299766,0.0299762,2.33762e-06,-0.0014642,0.00745697
5.088,0.0275586,0.0299734,-0.0120741,-0.00139248,-0.0533904
5.09,0.029852,0.0299699,-0.000589695,-0.00174765,0.00581879
5.092,0.0292526,0.0299665,-0.00356955,-0.00168362,-0.00941949
5.094,0.0295484,0.0299631,-0.00207356,-0.0017271,-0.00172559
5.096,0.0281677,0.0299596,-0.00895957,-0.00171615,-0.0362828
5.098,0.0292862,0.0299557,-0.00334797,-0.00194725,-0.00708335
5.1,0.0287525,0.0299518,-0.00599639,-0.00197087,-0.0202476
5.10199,0.0291511,0.0299476,-0.00398286,-0.00208633,-0.00962161
5.10399,0.0278087,0.0299434,-0.0106734,-0.00212586,-0.0429623
5.10599,0.0283558,0.0299386,-0.00791376,-0.00239825,-0.0278571
5.10799,0.0286164,0.0299335,-0.00658512,-0.00256128,-0.0204391
5.10999,0.0287497,0.0299281,-0.00589208,-0.0026702,-0.0164614
5.11199,0.0294987,0.0299226,-0.00211965,-0.00274983,0.00280511
5.11399,0.0282095,0.0299172,-0.00853861,-0.00269353,-0.0296296
5.11599,0.0286405,0.0299115,-0.00635481,-0.00286502,-0.0178881
5.11799,0.0292614,0.0299056,-0.00322105,-0.00295204,-0.00178688
5.11999,0.0284881,0.0298997,-0.0070583,-0.00292518,-0.0211487
5.12199,0.027837,0.0298937,-0.0102833,-0.00303422,-0.036801
5.12399,0.0281151,0.0298872,-0.00886015,-0.00325137,-0.0286556
5.12599,0.0292552,0.0298804,-0.00312577,-0.00340861,0.000805325
5.12799,0.0281777,0.0298736,-0.00847985,-0.00335752,-0.0262717
5.12999,0.0285638,0.0298667,-0.0065145,-0.00349666,-0.0157795
5.13199,0.0287586,0.0298595,-0.00550451,-0.00356049,-0.0104298
5.13399,0.0290274,0.0298524,-0.00412465,-0.00358603,-0.00340821
5.13599,0.0294888,0.0298452,-0.00178236,-0.00356207,0.00820128
5.13799,0.0289843,0.0298383,-0.00427036,-0.00345717,-0.00477137
5.13999,0.0280964,0.0298314,-0.00867528,-0.00344447,-0.0269118
5.14199,0.0281005,0.0298243,-0.00861866,-0.00358693,-0.0259667
5.14399,0.0289272,0.0298168,-0.00444815,-0.00372087,-0.00445171
5.14599,0.0284753,0.0298094,-0.00667064,-0.00370242,-0.0156861
5.14799,0.0281942,0.0298019,-0.00803835,-0.00376286,-0.0222652
5.14999,0.0295194,0.0297942,-0.00137396,-0.00386854,0.0116101
5.15199,0.0274215,0.0297867,-0.0118261,-0.00373569,-0.041396
5.15399,0.0287963,0.0297787,-0.00491207,-0.00397565,-0.00563519
5.15599,0.0288616,0.0297708,-0.00454598,-0.00396209,-0.00387838
5.15799,0.0283744,0.0297629,-0.00694258,-0.00393641,-0.0160198
5.15999,0.0285501,0.0297549,-0.00602441,-0.00399607,-0.011151
5.16199,0.028444,0.0297469,-0.00651428,-0.00402084,-0.0135014
5.16399,0.0282436,0.0297388,-0.00747575,-0.00406174,-0.0181384
5.16599,0.0287829,0.0297305,-0.00473787,-0.00413455,-0.00409097
5.16799,0.0280483,0.0297223,-0.00836995,-0.00410806,-0.0224265
5.16999,0.0279721,0.0297139,-0.00870875,-0.00421027,-0.0236544
5.17199,0.0281206,0.0297052,-0.00792337,-0.00431972,-0.0192163
5.17399,0.0281435,0.0296964,-0.00776461,-0.00439663,-0.0180716
5.17599,0.0285377,0.0296875,-0.00574923,-0.00446451,-0.00766814
5.17799,0.0279279,0.0296786,-0.00875353,-0.00445866,-0.0227618
5.17999,0.0286467,0.0296695,-0.00511387,-0.00455855,-0.00406968
5.18199,0.0290096,0.0296604,-0.00325423,-0.00452626,0.00507981
5.18399,0.0278312,0.0296516,-0.00910196,-0.00443035,-0.0246851
5.18599,0.0284294,0.0296425,-0.0060654,-0.00454407,-0.00894889
5.18799,0.0277644,0.0296334,-0.00934469,-0.00454613,-0.025383
5.18999,0.0274828,0.0296241,-0.0107064,-0.00466319,-0.0316667
5.19199,0.0282508,0.0296144,-0.00681781,-0.00482268,-0.0114463
5.19399,0.0279281,0.0296047,-0.00838322,-0.0048385,-0.0192296
5.19599,0.0278473,0.0295949,-0.00873799,-0.0049086,-0.0206913
5.19799,0.0283887,0.0295849,-0.00598115,-0.00498799,-0.0065201
5.19999,0.0284852,0.029575,-0.00544883,-0.00496712,-0.00396767
5.20199,0.0273958,0.0295651,-0.0108469,-0.00492867,-0.0312094
5.20399,0.0272925,0.029555,-0.0113123,-0.00508142,-0.032835
5.20599,0.027784,0.0295445,-0.00880247,-0.00524351,-0.019511
5.20799,0.0282661,0.0295339,-0.00633906,-0.00531018,-0.0068709
5.20999,0.028315,0.0295233,-0.00604175,-0.00528747,-0.00550544
5.21199,0.0266922,0.0295128,-0.0141032,-0.00525551,-0.046061
5.21399,0.0262884,0.0295018,-0.0160669,-0.00550786,-0.0547235
5.21599,0.0285343,0.0294901,-0.00477922,-0.00581749,0.00327361
5.21799,0.0280972,0.0294787,-0.00690764,-0.00571701,-0.00788278
5.21999,0.0285595,0.0294673,-0.0045389,-0.00569596,0.00386722
5.22199,0.0285577,0.0294561,-0.00449232,-0.00559294,0.00359607
5.22399,0.0273503,0.0294451,-0.0104744,-0.0054932,-0.026863
5.22599,0.027474,0.0294339,-0.00979958,-0.005608,-0.0229567
5.22799,0.0276543,0.0294225,-0.00884099,-0.00569392,-0.0177656
5.22999,0.0276279,0.0294111,-0.00891554,-0.00574236,-0.0179279
5.23199,0.0279312,0.0293995,-0.00734115,-0.00579129,-0.00982678
5.23399,0.0282059,0.0293879,-0.00590998,-0.00578286,-0.00271434
5.23599,0.0289454,0.0293765,-0.00215532,-0.00572476,0.0158041
5.23799,0.0277801,0.0293654,-0.00792666,-0.0055378,-0.0140113
5.23998,0.0271016,0.0293543,-0.0112631,-0.00556204,-0.0306291
5.24198,0.0280444,0.0293429,-0.00649228,-0.00570228,-0.00608183
5.24398,0.0279993,0.0293315,-0.00666118,-0.00566882,-0.00710357
5.24598,0.0272279,0.0293202,-0.0104617,-0.00564296,-0.0262835
5.24798,0.0276219,0.0293087,-0.0084343,-0.00575171,-0.0156297
5.24998,0.0281262,0.0292972,-0.00585494,-0.00578443,-0.00257003
5.25198,0.0280379,0.0292857,-0.006239,-0.00572529,-0.00479114
5.25398,0.0272311,0.0292743,-0.0102162,-0.00568249,-0.0249366
5.25598,0.0274007,0.0292628,-0.00931057,-0.00578128,-0.0199497
5.25798,0.0271362,0.0292511,-0.0105743,-0.00584385,-0.0260029
5.25998,0.0267926,0.0292392,-0.012233,-0.00594795,-0.0338386
5.26198,0.0272454,0.029227,-0.00990777,-0.00610551,-0.0214627
5.26398,0.0285167,0.0292146,-0.00348977,-0.00617435,0.0109983
5.26598,0.0282296,0.0292026,-0.00486483,-0.00601503,0.00333793
5.26798,0.0267228,0.0291908,-0.01234,-0.00591147,-0.0346199
5.26998,0.0271869,0.0291786,-0.00995879,-0.00607499,-0.0219352
5.27198,0.0270322,0.0291663,-0.0106709,-0.00614753,-0.0251783
5.27398,0.0267862,0.0291539,-0.0118383,-0.00624182,-0.0305999
5.27598,0.0270652,0.0291411,-0.0103797,-0.00637279,-0.0226922
5.27798,0.0273402,0.0291282,-0.00894024,-0.00644667,-0.0151503
5.27998,0.0272901,0.0291153,-0.00912613,-0.00646676,-0.0160059
5.28198,0.0270679,0.0291023,-0.0101721,-0.00649258,-0.0211433
