time,q_cmd,q_meas,elevator
0,0,0,0
0.002,0,0,0
0.004,0,0,0
0.006,0,0,0
0.008,0,0,0
0.01,0,0,0
0.012,0,0,0
0.014,0,0,0
0.016,0,0,0
0.018,0,0,0
0.02,0,0,0
0.022,0,0,0
0.024,0,0,0
0.026,0,0,0
0.028,0,0,0
0.03,0,0,0
0.032,0,0,0
0.034,0,0,0
0.036,0,0,0
0.038,0,0,0
0.04,0,0,0
0.042,0,0,0
0.044,0,0,0
0.046,0,0,0
0.048,0,0,0
0.05,0,0,0
0.052,0,0,0
0.054,0,0,0
0.056,0,0,0
0.058,0,0,0
0.06,0,0,0
0.062,0,0,0
0.064,0,0,0
0.066,0,0,0
0.068,0,0,0
0.07,0,0,0
0.072,0,0,0
0.074,0,0,0
0.076,0,0,0
0.078,0,0,0
0.08,0,0,0
0.082,0,0,0
0.084,0,0,0
0.086,0,0,0
0.088,0,0,0
0.09,0,0,0
0.092,0,0,0
0.094,0,0,0
0.0959999,0,0,0
0.0979999,0,0,0
0.0999999,0,0,0
0.102,0,0,0
0.104,0,0,0
0.106,0,0,0
0.108,0,0,0
0.11,0,0,0
0.112,0,0,0
0.114,0,0,0
0.116,0,0,0
0.118,0,0,0
0.12,0,0,0
0.122,0,0,0
0.124,0,0,0
0.126,0,0,0
0.128,0,0,0
0.13,0,0,0
0.132,0,0,0
0.134,0,0,0
0.136,0,0,0
0.138,0,0,0
0.14,0,0,0
0.142,0,0,0
0.144,0,0,0
0.146,0,0,0
0.148,0,0,0
0.15,0,0,0
0.152,0,0,0
0.154,0,0,0
0.156,0,0,0
0.158,0,0,0
0.16,0,0,0
0.162,0,0,0
0.164,0,0,0
0.166,0,0,0
0.168,0,0,0
0.17,0,0,0
0.172,0,0,0
0.174,0,0,0
0.176,0,0,0
0.178,0,0,0
0.18,0,0,0
0.182,0,0,0
0.184,0,0,0
0.186,0,0,0
0.188,0,0,0
0.19,0,0,0
0.192,0,0,0
0.194,0,0,0
0.196,0,0,0
0.198,0,0,0
0.2,0,0,0
0.202,0,0,0
0.204,0,0,0
0.206,0,0,0
0.208,0,0,0
0.21,0,0,0
0.212,0,0,0
0.214,0,0,0
0.216,0,0,0
0.218,0,0,0
0.22,0,0,0
0.222,0,0,0
0.224,0,0,0
0.226,0,0,0
0.228,0,0,0
0.23,0,0,0
0.232,0,0,0
0.234,0,0,0
0.236,0,0,0
0.238,0,0,0
0.24,0,0,0
0.242,0,0,0
0.244,0,0,0
0.246,0,0,0
0.248,0,0,0
0.25,0,0,0
0.252,0,0,0
0.254,0,0,0
0.256,0,0,0
0.258,0,0,0
0.26,0,0,0
0.262,0,0,0
0.264,0,0,0
0.266,0,0,0
0.268,0,0,0
0.27,0,0,0
0.272,0,0,0
0.274,0,0,0
0.276,0,0,0
0.278,0,0,0
0.28,0,0,0
0.282,0,0,0
0.284,0,0,0
0.286,0,0,0
0.288,0,0,0
0.29,0,0,0
0.292,0,0,0
0.294,0,0,0
0.296,0,0,0
0.298,0,0,0
0.3,0,0,0
0.302,0,0,0
0.304,0,0,0
0.306,0,0,0
0.308,0,0,0
0.31,0,0,0
0.312,0,0,0
0.314,0,0,0
0.316,0,0,0
0.318,0,0,0
0.32,0,0,0
0.322,0,0,0
0.324,0,0,0
0.326,0,0,0
0.328,0,0,0
0.33,0,0,0
0.332,0,0,0
0.334,0,0,0
0.336,0,0,0
0.338,0,0,0
0.34,0,0,0
0.342,0,0,0
0.344,0,0,0
0.346,0,0,0
0.348,0,0,0
0.35,0,0,0
0.352,0,0,0
0.354,0,0,0
0.356,0,0,0
0.358,0,0,0
0.36,0,0,0
0.362,0,0,0
0.364,0,0,0
0.366,0,0,0
0.368,0,0,0
0.37,0,0,0
0.372,0,0,0
0.374,0,0,0
0.376,0,0,0
0.378,0,0,0
0.38,0,0,0
0.382,0,0,0
0.384,0,0,0
0.386,0,0,0
0.388,0,0,0
0.39,0,0,0
0.392,0,0,0
0.394,0,0,0
0.396,0,0,0
0.398,0,0,0
0.4,0,0,0
0.402,0,0,0
0.404,0,0,0
0.406,0,0,0
0.408,0,0,0
0.41,0,0,0
0.412,0,0,0
0.414,0,0,0
0.416,0,0,0
0.418,0,0,0
0.42,0,0,0
0.422,0,0,0
0.424001,0,0,0
0.426001,0,0,0
0.428001,0,0,0
0.430001,0,0,0
0.432001,0,0,0
0.434001,0,0,0
0.436001,0,0,0
0.438001,0,0,0
0.440001,0,0,0
0.442001,0,0,0
0.444001,0,0,0
0.446001,0,0,0
0.448001,0,0,0
0.450001,0,0,0
0.452001,0,0,0
0.454001,0,0,0
0.456001,0,0,0
0.458001,0,0,0
0.460001,0,0,0
0.462001,0,0,0
0.464001,0,0,0
0.466001,0,0,0
0.468001,0,0,0
0.470001,0,0,0
0.472001,0,0,0
0.474001,0,0,0
0.476001,0,0,0
0.478001,0,0,0
0.480001,0,0,0
0.482001,0,0,0
0.484001,0,0,0
0.486001,0,0,0
0.488001,0,0,0
0.490001,0,0,0
0.492001,0,0,0
0.494001,0,0,0
0.496001,0,0,0
0.498001,0,0,0
0.500001,1,0,0.0501
0.502001,1,0.0003507,0.0501824
0.504001,1,0.000697301,0.050265
0.506001,1,0.00103986,0.0503478
0.508001,1,0.00137843,0.0504307
0.510001,1,0.00171306,0.0505138
0.512001,1,0.00204382,0.0505971
0.514,1,0.00237075,0.0506805
0.516,1,0.0026939,0.0507641
0.518,1,0.00301333,0.0508478
0.52,1,0.00332909,0.0509317
0.522,1,0.00364122,0.0510157
0.524,1,0.00394978,0.0510999
0.526,1,0.00425482,0.0511842
0.528,1,0.00455638,0.0512687
0.53,1,0.00485451,0.0513533
0.532,1,0.00514925,0.051438
0.534,1,0.00544066,0.0515229
0.536,1,0.00572878,0.0516079
0.538,1,0.00601365,0.0516931
0.54,1,0.00629532,0.0517784
0.542,1,0.00657383,0.0518638
0.544,1,0.00684923,0.0519493
0.546,1,0.00712155,0.052035
0.548,1,0.00739084,0.0521208
0.55,1,0.00765714,0.0522067
0.552,1,0.0079205,0.0522928
0.554,1,0.00818094,0.0523789
0.556,1,0.00843851,0.0524652
0.558,1,0.00869325,0.0525516
0.56,1,0.00894521,0.0526381
0.562,1,0.0091944,0.0527247
0.564,1,0.00944088,0.0528115
0.566,1,0.00968469,0.0528983
0.568,1,0.00992585,0.0529853
0.57,1,0.0101644,0.0530723
0.572,1,0.0104004,0.0531595
0.574,1,0.0106338,0.0532467
0.576,1,0.0108648,0.0533341
0.578,1,0.0110932,0.0534216
0.58,1,0.0113193,0.0535091
0.582,1,0.0115429,0.0535968
0.584,1,0.0117642,0.0536846
0.586,1,0.0119831,0.0537724
0.588,1,0.0121998,0.0538604
0.589999,1,0.0124141,0.0539484
0.591999,1,0.0126262,0.0540365
0.593999,1,0.0128361,0.0541248
0.595999,1,0.0130439,0.0542131
0.597999,1,0.0132494,0.0543015
0.599999,1,0.0134529,0.0543899
0.601999,1,0.0136543,0.0544785
0.603999,1,0.0138535,0.0545672
0.605999,1,0.0140508,0.0546559
0.607999,1,0.014246,0.0547447
0.609999,1,0.0144393,0.0548336
0.611999,1,0.0146306,0.0549226
0.613999,1,0.01482,0.0550116
0.615999,1,0.0150075,0.0551007
0.617999,1,0.0151931,0.0551899
0.619999,1,0.0153768,0.0552792
0.621999,1,0.0155588,0.0553686
0.623999,1,0.0157389,0.055458
0.625999,1,0.0159173,0.0555475
0.627999,1,0.0160939,0.055637
0.629999,1,0.0162687,0.0557267
0.631999,1,0.0164419,0.0558164
0.633999,1,0.0166134,0.0559061
0.635999,1,0.0167832,0.055996
0.637999,1,0.0169514,0.0560859
0.639999,1,0.017118,0.0561758
0.641999,1,0.017283,0.0562658
0.643999,1,0.0174464,0.0563559
0.645999,1,0.0176083,0.0564461
0.647999,1,0.0177686,0.0565363
0.649999,1,0.0179275,0.0566265
0.651999,1,0.0180848,0.0567169
0.653999,1,0.0182407,0.0568072
0.655999,1,0.0183952,0.0568977
0.657999,1,0.0185482,0.0569882
0.659999,1,0.0186998,0.0570787
0.661999,1,0.01885,0.0571693
0.663999,1,0.0189989,0.05726
0.665999,1,0.0191464,0.0573507
0.667998,1,0.0192925,0.0574415
0.669998,1,0.0194374,0.0575323
0.671998,1,0.0195809,0.0576231
0.673998,1,0.0197232,0.057714
0.675998,1,0.0198642,0.057805
0.677998,1,0.020004,0.057896
0.679998,1,0.0201426,0.0579871
0.681998,1,0.0202799,0.0580782
0.683998,1,0.0204161,0.0581693
0.685998,1,0.020551,0.0582605
0.687998,1,0.0206848,0.0583518
0.689998,1,0.0208175,0.0584431
0.691998,1,0.020949,0.0585344
0.693998,1,0.0210795,0.0586258
0.695998,1,0.0212088,0.0587172
0.697998,1,0.021337,0.0588086
0.699998,1,0.0214642,0.0589001
0.701998,1,0.0215903,0.0589917
0.703998,1,0.0217154,0.0590832
0.705998,1,0.0218394,0.0591748
0.707998,1,0.0219625,0.0592665
0.709998,1,0.0220845,0.0593582
0.711998,1,0.0222055,0.0594499
0.713998,1,0.0223256,0.0595417
0.715998,1,0.0224447,0.0596335
0.717998,1,0.0225629,0.0597253
0.719998,1,0.0226801,0.0598172
0.721998,1,0.0227965,0.0599091
0.723998,1,0.0229119,0.060001
0.725998,1,0.0230264,0.060093
0.727998,1,0.02314,0.060185
0.729998,1,0.0232528,0.060277
0.731998,1,0.0233647,0.0603691
0.733998,1,0.0234757,0.0604612
0.735998,1,0.0235859,0.0605533
0.737998,1,0.0236953,0.0606455
0.739998,1,0.0238039,0.0607377
0.741998,1,0.0239117,0.0608299
0.743998,1,0.0240187,0.0609222
0.745997,1,0.0241249,0.0610144
0.747997,1,0.0242303,0.0611067
0.749997,1,0.024335,0.0611991
0.751997,1,0.0244389,0.0612914
0.753997,1,0.0245421,0.0613838
0.755997,1,0.0246446,0.0614762
0.757997,1,0.0247463,0.0615687
0.759997,1,0.0248473,0.0616611
0.761997,1,0.0249477,0.0617536
0.763997,1,0.0250473,0.0618461
0.765997,1,0.0251463,0.0619387
0.767997,1,0.0252446,0.0620312
0.769997,1,0.0253422,0.0621238
0.771997,1,0.0254392,0.0622164
0.773997,1,0.0255355,0.0623091
0.775997,1,0.0256312,0.0624017
0.777997,1,0.0257262,0.0624944
0.779997,1,0.0258207,0.0625871
0.781997,1,0.0259145,0.0626798
0.783997,1,0.0260077,0.0627725
0.785997,1,0.0261004,0.0628653
0.787997,1,0.0261924,0.0629581
0.789997,1,0.0262839,0.0630509
0.791997,1,0.0263748,0.0631437
0.793997,1,0.0264652,0.0632365
0.795997,1,0.0265549,0.0633294
0.797997,1,0.0266442,0.0634223
0.799997,1,0.0267329,0.0635151
0.801997,1,0.0268211,0.0636081
0.803997,1,0.0269087,0.063701
0.805997,1,0.0269958,0.0637939
0.807997,1,0.0270824,0.0638869
0.809997,1,0.0271685,0.0639799
0.811997,1,0.0272542,0.0640729
0.813997,1,0.0273393,0.0641659
0.815997,1,0.0274239,0.0642589
0.817997,1,0.0275081,0.0643519
0.819997,1,0.0275918,0.064445
0.821997,1,0.027675,0.0645381
0.823996,1,0.0277578,0.0646311
0.825996,1,0.0278401,0.0647243
0.827996,1,0.0279219,0.0648174
0.829996,1,0.0280034,0.0649105
0.831996,1,0.0280844,0.0650036
0.833996,1,0.0281649,0.0650968
0.835996,1,0.0282451,0.06519
0.837996,1,0.0283248,0.0652831
0.839996,1,0.0284041,0.0653763
0.841996,1,0.028483,0.0654695
0.843996,1,0.0285615,0.0655628
0.845996,1,0.0286397,0.065656
0.847996,1,0.0287174,0.0657492
0.849996,1,0.0287947,0.0658425
0.851996,1,0.0288717,0.0659357
0.853996,1,0.0289483,0.066029
0.855996,1,0.0290245,0.0661223
0.857996,1,0.0291004,0.0662156
0.859996,1,0.0291759,0.0663089
0.861996,1,0.029251,0.0664022
0.863996,1,0.0293258,0.0664956
0.865996,1,0.0294003,0.0665889
0.867996,1,0.0294744,0.0666822
0.869996,1,0.0295482,0.0667756
0.871996,1,0.0296217,0.066869
0.873996,1,0.0296948,0.0669623
0.875996,1,0.0297676,0.0670557
0.877996,1,0.0298401,0.0671491
0.879996,1,0.0299123,0.0672425
0.881996,1,0.0299841,0.0673359
0.883996,1,0.0300557,0.0674293
0.885996,1,0.0301269,0.0675228
0.887996,1,0.0301979,0.0676162
0.889996,1,0.0302686,0.0677096
0.891996,1,0.030339,0.0678031
0.893996,1,0.0304091,0.0678965
0.895996,1,0.0304789,0.06799
0.897996,1,0.0305484,0.0680835
0.899996,1,0.0306177,0.0681769
0.901995,1,0.0306867,0.0682704
0.903995,1,0.0307555,0.0683639
0.905995,1,0.0308239,0.0684574
0.907995,1,0.0308921,0.0685509
0.909995,1,0.0309601,0.0686444
0.911995,1,0.0310278,0.0687379
0.913995,1,0.0310953,0.0688314
0.915995,1,0.0311625,0.068925
0.917995,1,0.0312295,0.0690185
0.919995,1,0.0312962,0.069112
0.921995,1,0.0313627,0.0692056
0.923995,1,0.031429,0.0692991
0.925995,1,0.031495,0.0693927
0.927995,1,0.0315608,0.0694862
0.929995,1,0.0316264,0.0695798
0.931995,1,0.0316918,0.0696733
0.933995,1,0.0317569,0.0697669
0.935995,1,0.0318219,0.0698605
0.937995,1,0.0318866,0.069954
0.939995,1,0.0319511,0.0700476
0.941995,1,0.0320155,0.0701412
0.943995,1,0.0320796,0.0702348
0.945995,1,0.0321435,0.0703284
0.947995,1,0.0322072,0.070422
0.949995,1,0.0322707,0.0705156
0.951995,1,0.0323341,0.0706092
0.953995,1,0.0323972,0.0707028
0.955995,1,0.0324602,0.0707964
0.957995,1,0.0325229,0.07089
0.959995,1,0.0325855,0.0709836
0.961995,1,0.0326479,0.0710772
0.963995,1,0.0327102,0.0711708
0.965995,1,0.0327722,0.0712644
0.967995,1,0.0328341,0.0713581
0.969995,1,0.0328958,0.0714517
0.971995,1,0.0329574,0.0715453
0.973995,1,0.0330188,0.0716389
0.975995,1,0.03308,0.0717326
0.977995,1,0.0331411,0.0718262
